ID,gender,race,parental level of education,lunch,test preparation course,math score,physics score,computer science score,economics score,biology score,literature score,psychology score,history score
1237,male,Asian,high school,free/reduced,completed,88,78,80,86,81,79,78,78
1238,female,European,high school,standard,completed,62,64,69,71,67,83,75,72
1239,female,European,high school,standard,completed,95,99,91,97,95,85,91,85
1240,female,Asian,master's degree,free/reduced,completed,73,66,73,77,77,82,87,77
1241,male,European,master's degree,standard,completed,72,68,76,69,75,71,71,73
1242,male,European,some college,standard,none,100,100,100,100,96,99,97,96
1243,male,Asian,associate's degree,standard,completed,80,90,83,79,83,69,69,70
1244,male,American,master's degree,standard,none,65,53,58,70,53,73,76,75
1245,male,American,some college,standard,none,63,61,59,63,64,63,66,61
1246,female,Asian,some high school,standard,none,74,73,85,75,71,72,74,72
1247,male,European,master's degree,standard,none,78,73,78,78,73,79,81,84
1248,male,American,bachelor's degree,standard,none,59,61,66,62,63,72,71,77
1249,female,European,bachelor's degree,standard,none,62,61,67,68,59,76,64,71
1250,female,Asian,associate's degree,standard,completed,74,66,73,77,79,79,71,69
1251,male,European,high school,free/reduced,none,66,80,78,71,79,78,77,78
1252,female,European,some college,standard,none,91,100,97,93,91,92,89,92
1253,male,European,some high school,free/reduced,none,72,64,73,75,74,88,87,80
1254,male,Asian,associate's degree,standard,completed,86,85,83,82,84,82,91,78
1255,male,American,doctorate,free/reduced,completed,77,74,77,83,79,91,89,83
1256,female,European,associate's degree,standard,none,59,45,58,54,56,71,72,64
1257,male,European,associate's degree,free/reduced,none,62,51,59,61,61,68,65,68
1258,male,European,high school,free/reduced,completed,78,72,76,79,74,79,79,78
1259,female,European,some high school,standard,completed,91,90,92,89,84,94,86,93
1260,male,American,some college,standard,none,60,46,53,68,54,77,70,65
1261,male,American,doctorate,free/reduced,completed,49,42,54,58,57,64,65,63
1262,female,European,doctorate,standard,completed,84,85,89,85,81,86,83,89
1263,male,European,doctorate,standard,none,62,59,65,64,59,67,65,71
1264,male,European,some college,standard,completed,73,64,72,75,78,70,76,78
1265,male,Asian,bachelor's degree,standard,completed,68,59,65,64,64,76,69,64
1266,female,European,high school,standard,none,53,52,62,59,57,68,62,65
1267,male,Asian,some high school,standard,completed,77,73,74,76,71,79,81,80
1268,male,European,bachelor's degree,standard,completed,87,90,91,81,81,66,72,77
1269,male,Asian,associate's degree,standard,none,82,89,92,87,85,83,83,87
1270,female,Asian,bachelor's degree,standard,completed,56,54,54,60,55,61,62,64
1271,male,European,high school,standard,none,81,89,84,78,73,84,80,82
1272,male,European,some college,standard,none,80,77,81,79,82,95,87,93
1273,male,European,high school,standard,completed,78,56,75,77,72,67,74,74
1274,male,European,some high school,standard,completed,70,75,74,79,71,76,82,77
1275,female,American,bachelor's degree,standard,completed,78,78,77,77,78,75,72,73
1276,female,European,bachelor's degree,standard,none,66,63,66,74,69,83,82,74
1277,male,European,bachelor's degree,standard,none,56,56,56,61,59,61,64,53
1278,female,European,associate's degree,standard,none,99,94,97,100,91,86,91,90
1279,female,European,some college,standard,completed,73,71,73,71,71,67,66,69
1280,female,American,some college,standard,completed,90,87,84,93,95,98,98,98
1281,male,Asian,high school,free/reduced,none,62,69,69,61,63,71,66,67
1282,male,Asian,some college,standard,none,79,83,85,82,86,77,83,78
1283,male,Asian,associate's degree,free/reduced,completed,63,55,66,67,57,82,83,73
1284,male,European,doctorate,standard,none,52,54,62,59,56,78,68,69
1285,female,Asian,doctorate,free/reduced,completed,89,89,90,80,92,88,86,82
1286,female,European,associate's degree,free/reduced,completed,62,60,70,63,61,73,76,74
1287,female,Asian,doctorate,standard,none,75,74,82,75,71,68,71,70
1288,male,European,master's degree,standard,none,80,74,76,81,78,83,83,75
1289,male,Asian,high school,standard,completed,74,86,81,76,76,76,76,76
1290,male,European,master's degree,free/reduced,completed,80,71,72,77,75,86,79,77
1291,female,European,doctorate,standard,completed,76,70,76,74,72,77,83,74
1292,male,European,bachelor's degree,standard,none,74,68,76,75,73,86,94,90
1293,male,Asian,bachelor's degree,standard,none,62,71,82,69,66,74,66,72
1294,female,Asian,high school,standard,none,97,100,97,88,93,93,97,94
1295,male,European,master's degree,standard,completed,94,100,99,93,100,89,90,87
1296,male,European,high school,free/reduced,none,78,82,85,71,75,70,70,74
1297,female,Asian,bachelor's degree,standard,completed,57,57,58,65,58,65,64,62
1298,female,European,doctorate,standard,none,82,75,88,88,79,86,85,80
1299,female,European,associate's degree,standard,completed,65,60,66,69,62,74,80,76
1300,male,European,bachelor's degree,standard,completed,81,81,79,79,77,72,75,69
1301,female,Asian,master's degree,standard,none,68,73,76,68,69,84,79,79
1302,female,European,bachelor's degree,standard,completed,84,94,90,89,83,84,85,83
1303,male,American,master's degree,standard,completed,59,54,65,66,63,77,76,74
1304,male,European,associate's degree,free/reduced,none,73,73,74,80,68,73,75,76
1305,male,Asian,doctorate,standard,none,73,61,76,74,69,84,83,77
1306,male,European,associate's degree,standard,none,100,100,96,100,98,95,94,95
1307,female,European,doctorate,free/reduced,none,78,80,84,79,81,76,76,74
1308,male,European,high school,standard,none,72,67,79,73,69,74,72,75
1309,female,European,high school,free/reduced,completed,65,56,67,69,71,81,85,79
1310,female,European,high school,standard,completed,83,81,91,85,85,90,86,91
1311,female,Asian,master's degree,standard,none,97,99,95,83,91,92,88,93
1312,female,European,doctorate,free/reduced,completed,82,89,88,87,90,100,99,97
1313,female,European,associate's degree,standard,none,61,55,61,66,62,74,73,71
1314,female,European,some college,standard,completed,68,62,74,72,64,79,78,78
1315,male,Asian,some high school,standard,completed,94,98,97,84,83,96,93,91
1316,female,European,bachelor's degree,standard,completed,73,74,74,77,72,75,74,77
1317,female,Asian,master's degree,standard,none,90,89,99,93,89,92,92,95
1318,female,American,high school,standard,none,76,78,83,86,73,97,97,98
1319,male,European,high school,free/reduced,none,76,83,84,84,86,85,87,83
1320,male,Asian,associate's degree,free/reduced,completed,89,82,81,78,85,89,91,87
1321,female,European,some college,standard,completed,63,61,65,70,58,75,80,78
1322,male,African,some college,standard,none,81,77,77,77,77,62,64,74
1323,female,European,associate's degree,free/reduced,completed,78,71,69,73,69,81,82,86
1324,male,European,doctorate,standard,none,92,94,100,88,91,94,89,88
1325,female,Asian,master's degree,free/reduced,none,87,79,81,82,81,79,79,78
1326,female,European,high school,standard,completed,80,74,75,71,78,70,69,74
1327,female,European,associate's degree,standard,completed,69,66,73,73,69,88,79,92
1328,female,European,bachelor's degree,free/reduced,none,55,50,61,61,61,73,72,77
1329,male,Asian,some high school,standard,completed,85,83,82,86,86,91,88,92
1330,male,European,doctorate,standard,none,85,89,89,84,87,79,77,82
1331,female,European,some college,standard,completed,76,77,84,83,84,86,86,79
1332,female,European,master's degree,free/reduced,none,74,70,77,75,73,86,85,81
1333,female,Asian,master's degree,free/reduced,completed,68,63,66,71,65,73,76,74
1334,male,European,some high school,standard,completed,73,67,73,74,71,82,81,75
1335,male,European,high school,standard,none,80,75,75,78,74,94,93,89
1336,male,European,doctorate,standard,completed,84,74,80,84,84,89,91,87
1337,female,European,some high school,free/reduced,completed,73,73,80,82,74,78,79,81
1338,male,American,master's degree,standard,none,100,100,100,100,94,84,87,86
1339,female,European,some high school,standard,none,76,78,75,73,84,65,68,68
1340,male,European,associate's degree,standard,none,67,65,74,70,64,85,83,80
1341,female,European,doctorate,standard,none,77,75,80,71,73,72,69,70
1342,male,Asian,associate's degree,standard,none,67,65,68,71,65,71,76,68
1343,female,Asian,some high school,standard,none,97,100,92,90,92,74,81,85
1344,female,European,some college,standard,completed,81,78,77,83,73,76,80,83
1345,female,African,some high school,free/reduced,none,60,62,69,56,59,66,71,62
1346,male,African,doctorate,free/reduced,none,90,91,97,98,87,97,97,92
1347,female,African,bachelor's degree,standard,none,95,91,88,91,87,79,73,73
1348,male,European,some college,standard,completed,83,85,84,82,86,94,92,90
1349,female,Asian,associate's degree,standard,completed,68,64,73,61,61,59,61,70
1350,female,European,master's degree,standard,completed,77,75,81,77,82,83,85,79
1351,female,Asian,bachelor's degree,standard,none,68,76,75,69,73,79,85,80
1352,female,European,some high school,standard,completed,56,52,59,59,63,71,73,65
1353,female,European,bachelor's degree,standard,none,77,75,77,86,82,80,81,84
1354,female,European,some high school,standard,completed,62,74,64,67,63,51,59,53
1355,female,European,associate's degree,standard,completed,62,51,54,56,57,70,69,63
1356,male,African,some high school,standard,none,83,85,94,90,90,95,95,95
1357,female,European,some high school,standard,completed,65,49,67,61,63,73,69,73
1358,female,European,bachelor's degree,standard,none,65,56,65,64,63,65,64,67
1359,female,European,some college,standard,none,99,100,100,100,99,100,100,100
1360,male,European,some college,standard,none,73,78,79,83,80,84,84,81
1361,male,European,bachelor's degree,standard,none,72,64,70,70,69,75,81,77
1362,female,American,some high school,standard,none,74,80,79,78,76,68,78,78
1363,female,Asian,some high school,standard,none,82,80,82,78,76,87,85,81
1364,female,Asian,some college,standard,none,55,56,57,58,66,72,67,75
1365,female,Asian,master's degree,standard,completed,63,62,66,72,70,79,76,80
1366,male,European,master's degree,free/reduced,none,77,71,75,71,79,81,75,76
1367,male,European,master's degree,standard,completed,84,89,90,85,87,84,82,83
1368,female,American,some college,standard,completed,93,91,88,87,87,88,92,89
1369,female,Asian,doctorate,standard,completed,80,79,72,81,82,87,93,85
1370,male,Asian,high school,standard,none,73,73,79,78,75,91,84,83
1371,female,European,doctorate,standard,none,59,54,55,62,57,66,62,64
1372,male,African,some college,standard,none,71,73,75,76,68,72,68,76
1373,male,Asian,doctorate,standard,none,83,75,79,89,77,85,82,82
1374,female,American,some high school,standard,none,89,80,85,82,81,77,77,79
1375,female,Asian,master's degree,free/reduced,none,71,69,71,67,67,81,80,79
1376,female,European,associate's degree,free/reduced,completed,78,72,80,77,78,78,79,79
1377,female,American,some college,standard,completed,60,36,54,54,52,75,74,69
1378,female,Asian,some high school,standard,none,76,70,73,77,76,83,87,80
1379,male,American,bachelor's degree,standard,none,61,60,65,70,61,71,72,71
1380,female,European,associate's degree,standard,completed,100,88,95,100,95,96,97,95
1381,female,African,high school,free/reduced,completed,57,53,55,54,57,65,65,63
1382,male,European,associate's degree,standard,completed,77,67,76,79,69,76,76,76
1383,male,European,master's degree,standard,completed,71,77,76,78,68,89,85,85
1384,male,European,bachelor's degree,standard,none,91,83,79,87,76,91,91,87
1385,female,Asian,master's degree,free/reduced,completed,56,53,67,66,64,79,81,80
1386,female,American,bachelor's degree,standard,none,85,72,74,80,73,75,72,72
1387,female,European,high school,standard,completed,62,59,62,63,65,80,75,71
1388,male,European,master's degree,standard,completed,90,95,92,92,85,86,84,83
1389,female,Asian,high school,free/reduced,none,100,100,100,100,99,95,96,92
1390,male,American,associate's degree,standard,none,69,67,70,69,58,87,81,75
1391,female,American,high school,standard,none,77,66,73,73,67,74,79,75
1392,female,Asian,doctorate,standard,completed,97,95,97,95,87,100,100,98
1393,male,European,some college,standard,completed,85,83,81,84,82,87,85,84
1394,female,African,bachelor's degree,standard,none,72,61,64,68,65,78,74,79
1395,male,African,doctorate,free/reduced,none,63,73,63,74,71,85,81,79
1396,male,European,some college,standard,none,71,69,72,67,62,88,85,82
1397,female,European,associate's degree,standard,completed,61,58,62,57,67,60,65,63
1398,female,American,bachelor's degree,standard,none,88,77,80,80,79,72,79,74
1399,male,American,some college,free/reduced,none,99,91,96,88,88,77,84,81
1400,male,European,master's degree,standard,completed,70,76,75,81,70,83,82,77
1401,male,European,associate's degree,standard,completed,95,91,96,86,86,84,85,90
1402,male,European,some college,standard,completed,66,66,68,73,59,66,66,67
1403,male,Asian,associate's degree,standard,completed,66,61,71,73,67,80,84,84
1404,female,European,associate's degree,standard,completed,88,89,89,92,95,92,90,89
1405,female,European,master's degree,standard,completed,87,83,84,86,82,95,90,84
1406,male,American,bachelor's degree,free/reduced,none,67,58,69,63,65,69,66,70
1407,female,American,master's degree,free/reduced,completed,76,70,78,82,74,80,83,78
1408,male,European,high school,free/reduced,none,77,76,84,77,69,82,76,79
1409,female,European,high school,standard,completed,81,82,81,85,79,75,76,79
1410,female,European,some college,standard,completed,100,96,94,95,90,85,87,88
1411,female,European,bachelor's degree,standard,none,80,75,75,72,76,81,80,77
1412,female,Asian,some high school,standard,none,81,69,77,78,78,80,81,78
1413,female,American,some college,free/reduced,completed,86,86,90,86,86,81,84,80
1414,male,European,some college,free/reduced,none,75,73,75,72,73,87,83,85
1415,female,European,master's degree,standard,none,93,91,91,91,89,92,90,90
1416,female,American,some high school,standard,none,75,73,80,70,65,75,74,76
1417,male,American,bachelor's degree,standard,none,70,71,77,76,73,80,76,73
1418,male,Asian,some college,standard,none,80,79,79,82,75,84,80,79
1419,male,European,associate's degree,standard,completed,69,66,73,79,80,76,80,74
1420,female,American,high school,free/reduced,none,71,71,79,79,65,89,92,86
1421,male,Asian,some high school,standard,completed,64,71,79,66,65,75,75,71
1422,male,American,some college,standard,none,76,69,75,75,73,76,66,69
1423,female,Asian,associate's degree,standard,none,82,75,80,80,78,80,77,77
1424,female,European,high school,standard,completed,89,89,91,88,91,100,94,94
1425,female,European,bachelor's degree,free/reduced,none,67,65,67,70,65,79,79,72
1426,female,European,associate's degree,free/reduced,completed,64,59,65,68,64,73,70,70
1427,female,European,associate's degree,standard,none,77,79,75,76,78,81,81,76
1428,male,European,master's degree,free/reduced,completed,78,75,73,76,70,86,82,75
1429,female,European,some high school,standard,none,77,72,81,76,82,83,85,85
1430,male,Asian,associate's degree,standard,none,54,49,57,58,61,71,68,62
1431,female,European,high school,free/reduced,none,43,45,56,56,52,68,68,54
1432,male,European,some college,standard,completed,95,100,96,93,98,90,96,88
1433,male,European,some college,standard,none,65,47,55,55,58,70,69,62
1434,female,African,doctorate,free/reduced,none,100,97,100,100,95,92,94,94
1435,female,European,some college,standard,none,66,57,69,70,61,75,73,72
1436,male,Asian,doctorate,standard,none,79,80,79,75,73,82,77,76
1437,female,European,some high school,standard,none,66,73,75,69,70,73,75,69
1438,female,European,master's degree,free/reduced,none,90,85,87,86,80,84,85,85
1439,male,Asian,some college,standard,none,64,55,72,62,62,54,56,54
1440,male,European,high school,standard,none,80,81,82,84,79,82,78,81
1441,female,African,bachelor's degree,standard,none,74,62,74,72,59,69,74,70
1442,male,European,associate's degree,standard,completed,74,75,82,78,74,79,77,74
1443,female,European,bachelor's degree,standard,none,65,60,67,69,68,78,71,79
1444,male,European,some college,standard,none,85,82,87,81,78,76,81,80
1445,female,Asian,master's degree,standard,none,90,89,90,99,93,100,97,93
1446,female,European,doctorate,standard,completed,82,80,91,82,78,82,83,77
1447,female,European,some college,standard,none,70,69,79,77,69,72,78,71
1448,male,European,doctorate,free/reduced,none,60,54,66,59,54,65,59,66
1449,male,European,some college,free/reduced,none,77,67,73,67,73,74,72,68
1450,male,American,bachelor's degree,standard,completed,86,91,89,88,85,84,82,83
1451,female,European,master's degree,standard,completed,72,70,75,80,75,83,76,80
1452,male,European,master's degree,free/reduced,completed,69,59,67,69,62,75,73,75
1453,male,European,doctorate,standard,none,63,65,74,71,72,88,83,84
1454,male,European,high school,free/reduced,none,65,59,70,61,63,62,57,65
1455,male,European,some college,standard,none,79,75,79,83,74,81,83,75
1456,male,Asian,associate's degree,standard,completed,57,54,59,61,57,61,62,66
1457,female,European,master's degree,standard,completed,84,80,89,79,75,90,92,86
1458,female,American,some college,standard,none,85,91,88,80,76,92,92,88
1459,male,Asian,master's degree,standard,none,67,61,70,80,70,82,81,75
1460,male,Asian,master's degree,standard,none,84,83,88,80,86,79,79,82
1461,female,European,some high school,standard,completed,85,87,87,94,91,99,97,90
1462,male,European,doctorate,standard,none,74,73,79,72,66,72,69,72
1463,male,American,master's degree,standard,completed,84,99,83,86,86,91,90,89
1464,female,European,bachelor's degree,standard,none,72,63,63,67,57,74,70,74
1465,female,European,high school,standard,none,100,100,99,95,93,90,86,86
1466,female,European,some college,standard,completed,80,66,80,79,75,82,84,84
1467,female,Asian,master's degree,standard,completed,79,81,86,85,81,88,89,89
1468,female,Asian,master's degree,standard,completed,84,86,78,79,89,100,91,89
1469,female,Asian,high school,standard,completed,63,68,72,68,65,75,73,72
1470,female,European,high school,standard,none,77,74,79,81,76,70,72,71
1471,female,European,doctorate,standard,none,84,93,91,90,80,91,87,90
1472,male,European,doctorate,standard,none,62,67,68,63,59,64,69,66
1473,male,Asian,some high school,standard,completed,82,77,78,78,78,71,77,76
1474,male,Asian,some college,standard,none,78,79,84,82,76,86,90,82
1475,female,European,bachelor's degree,standard,none,69,72,75,72,67,75,74,71
1476,male,European,associate's degree,standard,completed,77,71,82,77,72,88,87,78
1477,female,African,some college,standard,none,79,76,77,79,82,83,78,71
1478,female,European,bachelor's degree,standard,completed,77,86,84,73,71,70,75,76
1479,female,European,high school,standard,none,68,71,71,70,64,86,86,81
1480,male,African,bachelor's degree,standard,completed,74,76,78,84,78,77,82,79
1481,male,American,bachelor's degree,standard,completed,66,55,66,65,61,70,71,70
1482,female,Asian,doctorate,standard,completed,79,73,76,74,81,84,83,71
1483,female,Asian,high school,free/reduced,completed,84,77,79,82,76,88,84,80
1484,male,European,doctorate,standard,none,57,48,57,58,58,67,67,57
1485,female,Asian,doctorate,standard,none,82,88,93,89,88,96,99,95
1486,female,Asian,some college,free/reduced,none,74,63,71,72,66,70,71,65
1487,male,Asian,doctorate,standard,none,66,65,79,76,70,75,72,77
1488,female,European,associate's degree,standard,none,85,80,84,83,86,99,98,97
1489,female,Asian,doctorate,free/reduced,none,97,88,99,93,89,100,100,98
1490,female,European,some college,standard,none,78,61,68,69,68,75,76,72
1491,female,European,doctorate,free/reduced,none,61,56,61,70,60,82,75,70
1492,male,European,high school,standard,completed,73,78,84,78,76,81,83,79
1493,female,European,high school,standard,completed,73,67,73,66,64,80,77,74
1494,female,European,doctorate,standard,none,79,80,78,79,80,75,73,74
1495,male,European,master's degree,standard,none,69,75,68,77,77,76,79,76
1496,male,European,some college,free/reduced,completed,76,76,74,70,81,82,84,82
1497,male,American,master's degree,free/reduced,completed,59,61,65,66,58,78,79,72
1498,male,European,some college,standard,none,75,76,78,75,74,74,70,76
1499,male,European,doctorate,standard,none,72,61,71,69,70,63,60,62
1500,male,European,associate's degree,standard,none,74,65,77,76,73,78,75,80
1501,male,European,master's degree,free/reduced,none,86,90,88,91,85,93,86,92
1502,male,Asian,some high school,standard,completed,88,89,87,87,91,94,88,89
1503,male,European,some high school,standard,completed,83,80,78,83,74,93,80,82
1504,male,Asian,high school,standard,none,84,92,85,90,89,98,95,94
1505,female,European,high school,free/reduced,completed,77,72,81,87,81,91,83,86
1506,male,Asian,master's degree,standard,none,89,87,83,90,84,80,77,77
1507,male,Asian,some college,standard,none,77,75,78,84,79,81,82,81
1508,female,European,master's degree,free/reduced,none,77,77,86,74,73,78,74,77
1509,female,American,some college,standard,completed,68,68,69,65,64,78,80,75
1510,female,European,doctorate,standard,none,79,82,76,81,78,75,73,73
1511,male,Asian,high school,free/reduced,none,84,91,88,84,82,85,86,85
1512,female,European,associate's degree,standard,none,73,75,76,77,71,92,91,84
1513,female,African,bachelor's degree,standard,none,90,92,87,87,84,79,79,89
1514,female,European,doctorate,standard,none,89,86,89,85,82,77,83,78
1515,male,European,associate's degree,standard,none,74,68,86,77,68,76,81,81
1516,male,Asian,bachelor's degree,standard,completed,89,88,84,79,82,87,86,85
1517,male,American,associate's degree,standard,completed,90,86,91,88,89,82,81,84
1518,male,Asian,doctorate,standard,none,70,71,77,70,73,79,77,81
1519,male,African,some college,standard,none,72,68,77,68,72,69,71,69
1520,male,European,doctorate,standard,none,67,69,70,68,74,77,84,78
1521,male,European,associate's degree,free/reduced,none,90,92,100,94,88,86,79,85
1522,female,Asian,some high school,standard,none,79,79,83,82,77,86,85,87
1523,male,American,some college,standard,completed,86,86,81,85,72,85,87,86
1524,male,Asian,master's degree,free/reduced,completed,90,95,99,87,81,74,66,70
1525,male,European,some college,standard,completed,58,54,56,63,58,74,75,65
1526,female,European,master's degree,standard,none,58,52,58,63,59,80,82,81
1527,male,Asian,master's degree,free/reduced,none,72,79,82,80,87,79,77,76
1528,female,European,doctorate,standard,completed,88,92,92,86,88,81,83,77
1529,female,American,bachelor's degree,standard,completed,79,73,75,76,78,87,84,85
1530,female,American,doctorate,standard,none,88,78,90,89,82,87,92,87
1531,female,European,some college,free/reduced,none,94,86,82,89,85,90,91,83
1532,male,European,some high school,standard,none,76,87,83,81,82,70,73,73
1533,female,African,bachelor's degree,standard,none,79,88,89,84,80,88,83,91
1534,male,American,high school,free/reduced,completed,50,48,64,55,57,52,53,53
1535,male,European,some college,standard,none,69,72,78,75,75,93,98,84
1536,female,European,some college,standard,none,82,79,80,85,76,78,72,72
1537,female,European,bachelor's degree,standard,none,65,67,71,65,65,68,71,69
1538,female,European,associate's degree,standard,none,70,67,69,68,65,74,64,68
1539,female,European,some high school,standard,none,81,73,77,81,66,70,80,72
1540,female,American,some college,standard,none,81,75,81,76,80,74,71,71
1541,female,Asian,master's degree,free/reduced,none,73,72,70,72,68,84,79,76
1542,male,European,doctorate,free/reduced,none,62,52,58,56,56,63,65,67
1543,male,Asian,some college,standard,none,85,98,96,88,87,77,72,78
1544,male,European,master's degree,free/reduced,none,58,58,70,63,66,71,75,70
1545,male,American,high school,standard,none,66,64,71,67,65,60,58,61
1546,male,Asian,associate's degree,standard,none,98,98,100,97,100,96,96,93
1547,male,European,some high school,standard,none,78,73,81,80,74,79,73,88
1548,female,European,bachelor's degree,standard,none,95,87,92,86,86,90,86,90
1549,male,European,bachelor's degree,free/reduced,completed,93,78,80,81,81,76,77,78
1550,female,European,doctorate,standard,completed,48,57,61,61,62,68,71,65
1551,male,European,master's degree,standard,none,90,78,84,81,82,98,90,96
1552,female,American,high school,standard,none,100,100,100,100,97,94,98,100
1553,male,European,high school,standard,none,55,59,60,64,61,65,69,68
1554,male,Asian,high school,standard,completed,63,52,66,71,67,68,66,68
1555,female,Asian,high school,standard,none,57,46,57,58,58,68,73,71
1556,female,European,high school,standard,none,56,62,59,64,65,73,70,69
1557,female,Asian,some high school,standard,none,67,73,73,70,77,70,68,73
1558,male,European,associate's degree,standard,completed,88,88,93,94,81,91,84,93
1559,male,European,some college,free/reduced,completed,88,81,89,83,80,96,86,88
1560,male,African,bachelor's degree,free/reduced,none,76,86,80,77,70,74,72,80
1561,female,European,associate's degree,standard,completed,73,68,71,76,77,80,71,71
1562,male,Asian,doctorate,free/reduced,completed,70,76,76,77,84,89,85,80
1563,female,European,high school,standard,completed,62,55,60,54,58,63,59,61
1564,female,Asian,bachelor's degree,standard,completed,76,85,85,80,93,91,89,89
1565,male,European,some high school,standard,none,78,74,71,73,66,71,64,65
1566,male,European,master's degree,free/reduced,none,63,57,68,71,67,74,73,75
1567,female,Asian,bachelor's degree,standard,completed,83,79,87,80,82,78,88,82
1568,female,European,some college,free/reduced,none,78,79,78,88,80,96,100,95
1569,female,Asian,high school,free/reduced,none,79,80,74,75,74,77,78,70
1570,female,European,master's degree,standard,none,85,85,91,74,81,79,77,84
1571,female,European,doctorate,standard,none,69,63,68,70,72,80,77,77
1572,male,American,bachelor's degree,standard,none,81,76,73,78,78,82,82,86
1573,female,European,some college,free/reduced,none,64,62,70,63,70,75,75,69
1574,female,European,bachelor's degree,standard,none,67,53,67,64,66,70,76,71
1575,female,Asian,some high school,standard,none,88,88,100,95,89,96,93,96
1576,female,Asian,associate's degree,free/reduced,none,76,72,68,66,68,71,72,71
1577,male,European,bachelor's degree,free/reduced,completed,68,67,72,66,62,69,71,75
1578,male,European,doctorate,standard,none,58,58,52,63,62,74,69,74
1579,male,European,bachelor's degree,free/reduced,completed,73,74,71,72,66,73,77,69
1580,male,American,bachelor's degree,standard,none,96,91,91,93,92,90,90,89
1581,male,European,some high school,standard,completed,87,81,93,87,85,88,86,85
1582,female,American,some high school,standard,none,78,78,78,76,78,74,80,84
1583,female,Asian,high school,standard,completed,63,57,60,58,51,69,59,66
1584,male,European,associate's degree,free/reduced,none,78,71,82,76,73,87,83,79
1585,female,European,bachelor's degree,free/reduced,none,85,81,90,90,84,94,91,90
1586,female,European,doctorate,standard,none,76,72,74,70,71,79,78,75
1587,male,European,associate's degree,standard,completed,86,80,82,82,80,76,83,79
1588,female,European,associate's degree,free/reduced,completed,68,69,76,74,71,75,74,69
1589,male,European,associate's degree,standard,none,100,100,100,91,99,96,92,99
1590,male,European,high school,standard,none,76,67,70,78,65,88,90,84
1591,female,European,master's degree,standard,none,94,95,91,93,91,84,77,84
1592,male,Asian,associate's degree,free/reduced,completed,99,100,99,96,97,97,95,99
1593,female,European,high school,free/reduced,none,71,78,77,74,78,81,76,81
1594,female,American,associate's degree,standard,none,79,75,80,74,78,74,69,73
1595,female,Asian,high school,standard,none,91,85,88,88,85,100,100,96
1596,male,African,doctorate,free/reduced,none,77,64,68,79,74,87,83,74
1597,female,Asian,high school,standard,completed,68,57,67,67,71,74,75,71
1598,male,European,high school,standard,none,96,93,94,87,84,91,87,80
1599,female,American,some college,standard,none,66,72,76,73,73,80,79,76
1600,male,European,doctorate,standard,completed,94,92,92,89,92,100,98,97
1601,male,European,some college,free/reduced,completed,58,55,59,62,59,58,63,61
1602,female,European,high school,free/reduced,completed,92,88,93,86,81,87,79,80
1603,male,American,some college,free/reduced,none,84,76,84,75,75,84,84,84
1604,female,European,high school,free/reduced,completed,77,74,79,75,80,73,75,72
1605,male,American,some college,standard,none,85,79,87,69,77,78,81,82
1606,female,European,some college,standard,completed,78,70,82,77,74,78,75,73
1607,female,European,doctorate,standard,completed,69,72,76,80,68,68,75,73
1608,male,European,some high school,free/reduced,completed,80,72,77,82,79,86,82,82
1609,male,American,doctorate,standard,none,70,75,78,81,78,86,80,84
1610,male,European,high school,standard,none,90,93,92,88,91,76,74,80
1611,male,Asian,high school,free/reduced,none,81,76,80,79,82,86,85,77
1612,male,European,some college,standard,completed,60,59,69,62,67,66,62,68
1613,male,American,bachelor's degree,standard,completed,85,85,90,78,84,76,80,82
1614,male,European,bachelor's degree,free/reduced,completed,87,93,93,87,88,83,80,80
1615,female,European,master's degree,free/reduced,none,77,73,77,80,73,75,73,75
1616,female,Asian,bachelor's degree,free/reduced,completed,89,84,90,89,85,98,96,92
1617,male,European,some high school,standard,none,66,64,67,71,74,75,77,74
1618,female,European,doctorate,standard,none,73,77,80,79,71,77,74,77
1619,male,European,high school,free/reduced,completed,71,70,69,74,68,85,79,75
1620,female,American,high school,standard,completed,89,98,100,98,91,95,91,88
1621,male,European,master's degree,standard,none,86,92,90,84,78,88,88,90
1622,female,European,high school,standard,completed,100,100,100,100,100,100,97,99
1623,male,American,bachelor's degree,free/reduced,none,67,58,62,66,71,77,77,77
1624,female,European,some high school,standard,none,77,71,77,68,65,73,72,69
1625,male,European,doctorate,standard,completed,83,76,80,78,79,80,79,76
1626,male,European,master's degree,free/reduced,none,68,69,70,67,69,72,73,76
1627,female,European,high school,standard,completed,76,83,78,87,82,90,92,92
1628,male,American,bachelor's degree,standard,none,90,79,82,81,84,89,88,83
1629,male,European,some high school,standard,completed,68,70,79,76,68,93,93,83
1630,male,American,doctorate,standard,none,87,85,82,84,85,82,79,83
1631,female,Asian,doctorate,standard,completed,62,64,65,66,65,72,72,69
1632,female,American,some high school,standard,completed,88,92,87,84,88,78,83,86
1633,male,American,bachelor's degree,free/reduced,completed,52,49,59,59,51,63,61,65
1634,female,European,some college,free/reduced,none,89,88,88,85,80,81,78,84
1635,female,American,associate's degree,standard,completed,73,59,66,72,64,77,77,81
1636,female,Asian,some high school,standard,none,79,89,84,87,81,79,75,78
1637,female,European,bachelor's degree,standard,none,77,72,81,78,71,85,85,90
1638,female,Asian,bachelor's degree,standard,none,70,72,74,73,71,83,81,85
1639,male,European,some high school,standard,none,65,57,66,64,62,57,62,68
1640,female,European,some college,standard,none,79,80,75,70,75,64,70,65
